customer_id,customer_code,customer_name,region_id,city,channel,tier,created_at
9311,C0009311,Customer 9311,5,Bhopal,Institutional,Silver,2024-07-07T00:00:00
9312,C0009312,Customer 9312,1,Jaipur,Modern Trade,Bronze,2024-12-12T00:00:00
9313,C0009313,Customer 9313,1,Jaipur,Institutional,Bronze,2024-02-09T00:00:00
9314,C0009314,Customer 9314,2,Kochi,General Trade,Bronze,2021-12-25T00:00:00
9315,C0009315,Customer 9315,1,Noida,Modern Trade,Silver,2021-03-03T00:00:00
9316,C0009316,Customer 9316,5,Bhopal,Modern Trade,Bronze,2022-07-04T00:00:00
9317,C0009317,Customer 9317,4,Surat,E-Commerce,Silver,2024-06-01T00:00:00
9318,C0009318,Customer 9318,5,Bhopal,Institutional,Silver,2024-01-29T00:00:00
9319,C0009319,Customer 9319,3,Kolkata,General Trade,Gold,2021-01-10T00:00:00
9320,C0009320,Customer 9320,1,Delhi,Institutional,Bronze,2023-05-29T00:00:00
9321,C0009321,Customer 9321,3,Patna,Institutional,Gold,2022-02-10T00:00:00
9322,C0009322,Customer 9322,4,Pune,Institutional,Bronze,2023-05-03T00:00:00
9323,C0009323,Customer 9323,2,Kochi,Institutional,Bronze,2021-04-13T00:00:00
9324,C0009324,Customer 9324,2,Hyderabad,Modern Trade,Bronze,2023-08-10T00:00:00
9325,C0009325,Customer 9325,5,Indore,E-Commerce,Bronze,2021-03-14T00:00:00
9326,C0009326,Customer 9326,5,Bhopal,General Trade,Silver,2022-12-18T00:00:00
9327,C0009327,Customer 9327,1,Noida,Modern Trade,Bronze,2024-07-16T00:00:00
9328,C0009328,Customer 9328,2,Kochi,Institutional,Bronze,2023-12-27T00:00:00
9329,C0009329,Customer 9329,1,Jaipur,Institutional,Bronze,2021-07-06T00:00:00
9330,C0009330,Customer 9330,3,Guwahati,Modern Trade,Bronze,2022-05-08T00:00:00
9331,C0009331,Customer 9331,3,Kolkata,Modern Trade,Gold,2022-07-10T00:00:00
9332,C0009332,Customer 9332,1,Delhi,General Trade,Bronze,2022-09-14T00:00:00
9333,C0009333,Customer 9333,5,Nagpur,Modern Trade,Bronze,2023-01-22T00:00:00
9334,C0009334,Customer 9334,1,Jaipur,Modern Trade,Silver,2021-02-22T00:00:00
9335,C0009335,Customer 9335,1,Gurgaon,E-Commerce,Silver,2023-04-26T00:00:00
9336,C0009336,Customer 9336,3,Kolkata,E-Commerce,Bronze,2023-10-18T00:00:00
9337,C0009337,Customer 9337,1,Gurgaon,General Trade,Bronze,2023-09-17T00:00:00
9338,C0009338,Customer 9338,3,Guwahati,E-Commerce,Bronze,2023-03-25T00:00:00
9339,C0009339,Customer 9339,3,Kolkata,Institutional,Bronze,2023-10-07T00:00:00
9340,C0009340,Customer 9340,2,Kochi,General Trade,Bronze,2022-03-29T00:00:00
9341,C0009341,Customer 9341,3,Patna,Modern Trade,Bronze,2021-07-29T00:00:00
9342,C0009342,Customer 9342,2,Kochi,E-Commerce,Bronze,2024-08-15T00:00:00
9343,C0009343,Customer 9343,2,Hyderabad,Modern Trade,Bronze,2021-06-24T00:00:00
9344,C0009344,Customer 9344,4,Ahmedabad,Institutional,Bronze,2021-06-14T00:00:00
9345,C0009345,Customer 9345,3,Kolkata,Institutional,Bronze,2023-10-21T00:00:00
9346,C0009346,Customer 9346,1,Noida,General Trade,Bronze,2022-05-25T00:00:00
9347,C0009347,Customer 9347,5,Indore,E-Commerce,Bronze,2023-09-19T00:00:00
9348,C0009348,Customer 9348,1,Delhi,Modern Trade,Bronze,2023-03-04T00:00:00
9349,C0009349,Customer 9349,2,Bengaluru,E-Commerce,Gold,2022-08-28T00:00:00
9350,C0009350,Customer 9350,4,Mumbai,Modern Trade,Bronze,2023-03-18T00:00:00
9351,C0009351,Customer 9351,3,Guwahati,Modern Trade,Silver,2022-03-25T00:00:00
9352,C0009352,Customer 9352,4,Pune,General Trade,Bronze,2024-09-29T00:00:00
9353,C0009353,Customer 9353,1,Noida,E-Commerce,Bronze,2023-07-17T00:00:00
9354,C0009354,Customer 9354,4,Mumbai,General Trade,Bronze,2024-12-24T00:00:00
9355,C0009355,Customer 9355,5,Indore,E-Commerce,Bronze,2022-01-02T00:00:00
9356,C0009356,Customer 9356,3,Guwahati,Institutional,Bronze,2024-10-03T00:00:00
9357,C0009357,Customer 9357,2,Chennai,Institutional,Bronze,2021-02-09T00:00:00
9358,C0009358,Customer 9358,4,Ahmedabad,General Trade,Bronze,2024-02-05T00:00:00
9359,C0009359,Customer 9359,1,Jaipur,Institutional,Bronze,2025-01-21T00:00:00
9360,C0009360,Customer 9360,3,Guwahati,Modern Trade,Bronze,2024-05-23T00:00:00
9361,C0009361,Customer 9361,3,Guwahati,E-Commerce,Bronze,2021-03-01T00:00:00
9362,C0009362,Customer 9362,2,Hyderabad,Institutional,Bronze,2022-08-03T00:00:00
9363,C0009363,Customer 9363,3,Patna,Institutional,Bronze,2024-08-11T00:00:00
9364,C0009364,Customer 9364,5,Nagpur,Modern Trade,Bronze,2024-03-14T00:00:00
9365,C0009365,Customer 9365,3,Guwahati,General Trade,Bronze,2022-03-21T00:00:00
9366,C0009366,Customer 9366,5,Bhopal,Institutional,Bronze,2021-06-22T00:00:00
9367,C0009367,Customer 9367,5,Indore,E-Commerce,Bronze,2023-08-28T00:00:00
9368,C0009368,Customer 9368,1,Jaipur,General Trade,Bronze,2022-01-05T00:00:00
9369,C0009369,Customer 9369,3,Guwahati,Institutional,Bronze,2022-11-13T00:00:00
9370,C0009370,Customer 9370,2,Chennai,E-Commerce,Bronze,2024-07-18T00:00:00
9371,C0009371,Customer 9371,3,Kolkata,Institutional,Silver,2024-04-27T00:00:00
9372,C0009372,Customer 9372,3,Guwahati,E-Commerce,Bronze,2021-06-02T00:00:00
9373,C0009373,Customer 9373,3,Guwahati,General Trade,Gold,2023-12-27T00:00:00
9374,C0009374,Customer 9374,5,Bhopal,General Trade,Bronze,2021-10-29T00:00:00
9375,C0009375,Customer 9375,1,Gurgaon,Institutional,Bronze,2021-04-05T00:00:00
9376,C0009376,Customer 9376,2,Hyderabad,Institutional,Bronze,2022-12-25T00:00:00
9377,C0009377,Customer 9377,4,Surat,General Trade,Silver,2022-04-19T00:00:00
9378,C0009378,Customer 9378,2,Chennai,E-Commerce,Silver,2021-01-12T00:00:00
9379,C0009379,Customer 9379,4,Pune,E-Commerce,Bronze,2024-02-01T00:00:00
9380,C0009380,Customer 9380,5,Indore,Modern Trade,Bronze,2021-10-26T00:00:00
9381,C0009381,Customer 9381,2,Bengaluru,General Trade,Silver,2024-03-27T00:00:00
9382,C0009382,Customer 9382,2,Bengaluru,Modern Trade,Bronze,2022-02-08T00:00:00
9383,C0009383,Customer 9383,5,Bhopal,Institutional,Bronze,2023-11-05T00:00:00
9384,C0009384,Customer 9384,3,Patna,Institutional,Bronze,2021-04-25T00:00:00
9385,C0009385,Customer 9385,2,Bengaluru,General Trade,Silver,2021-04-25T00:00:00
9386,C0009386,Customer 9386,5,Bhopal,Modern Trade,Bronze,2024-02-01T00:00:00
9387,C0009387,Customer 9387,2,Bengaluru,General Trade,Silver,2021-01-04T00:00:00
9388,C0009388,Customer 9388,3,Patna,Modern Trade,Silver,2024-03-13T00:00:00
9389,C0009389,Customer 9389,5,Indore,General Trade,Silver,2022-05-05T00:00:00
9390,C0009390,Customer 9390,3,Kolkata,E-Commerce,Bronze,2021-06-17T00:00:00
9391,C0009391,Customer 9391,1,Delhi,General Trade,Bronze,2021-04-03T00:00:00
9392,C0009392,Customer 9392,5,Indore,E-Commerce,Gold,2023-11-06T00:00:00
9393,C0009393,Customer 9393,4,Ahmedabad,Modern Trade,Silver,2023-08-09T00:00:00
9394,C0009394,Customer 9394,1,Gurgaon,Institutional,Bronze,2024-06-04T00:00:00
9395,C0009395,Customer 9395,4,Ahmedabad,Institutional,Silver,2024-04-05T00:00:00
9396,C0009396,Customer 9396,1,Noida,Modern Trade,Bronze,2024-05-18T00:00:00
9397,C0009397,Customer 9397,5,Bhopal,E-Commerce,Gold,2022-07-23T00:00:00
9398,C0009398,Customer 9398,1,Delhi,E-Commerce,Silver,2021-04-11T00:00:00
9399,C0009399,Customer 9399,3,Kolkata,E-Commerce,Bronze,2022-03-26T00:00:00
9400,C0009400,Customer 9400,3,Kolkata,Modern Trade,Silver,2025-02-08T00:00:00
9401,C0009401,Customer 9401,3,Guwahati,Modern Trade,Bronze,2024-11-15T00:00:00
9402,C0009402,Customer 9402,3,Guwahati,E-Commerce,Bronze,2023-01-18T00:00:00
9403,C0009403,Customer 9403,5,Bhopal,Modern Trade,Bronze,2023-12-07T00:00:00
9404,C0009404,Customer 9404,3,Guwahati,General Trade,Silver,2021-11-11T00:00:00
9405,C0009405,Customer 9405,5,Nagpur,E-Commerce,Silver,2024-09-29T00:00:00
9406,C0009406,Customer 9406,1,Noida,Institutional,Silver,2021-02-18T00:00:00
9407,C0009407,Customer 9407,3,Guwahati,E-Commerce,Silver,2022-12-22T00:00:00
9408,C0009408,Customer 9408,3,Patna,E-Commerce,Bronze,2024-11-04T00:00:00
9409,C0009409,Customer 9409,1,Gurgaon,Institutional,Bronze,2024-08-26T00:00:00
9410,C0009410,Customer 9410,1,Gurgaon,General Trade,Silver,2023-02-26T00:00:00
9411,C0009411,Customer 9411,5,Bhopal,Institutional,Bronze,2022-02-11T00:00:00
9412,C0009412,Customer 9412,3,Patna,E-Commerce,Bronze,2024-03-15T00:00:00
9413,C0009413,Customer 9413,5,Nagpur,Institutional,Bronze,2024-09-25T00:00:00
9414,C0009414,Customer 9414,4,Ahmedabad,General Trade,Bronze,2021-06-18T00:00:00
9415,C0009415,Customer 9415,3,Guwahati,E-Commerce,Bronze,2024-04-13T00:00:00
9416,C0009416,Customer 9416,4,Surat,Institutional,Silver,2021-05-18T00:00:00
9417,C0009417,Customer 9417,5,Indore,E-Commerce,Silver,2022-09-12T00:00:00
9418,C0009418,Customer 9418,4,Surat,Modern Trade,Bronze,2021-06-13T00:00:00
9419,C0009419,Customer 9419,5,Nagpur,Institutional,Silver,2023-02-01T00:00:00
9420,C0009420,Customer 9420,2,Bengaluru,Institutional,Gold,2023-05-30T00:00:00
9421,C0009421,Customer 9421,1,Noida,E-Commerce,Bronze,2022-07-29T00:00:00
9422,C0009422,Customer 9422,3,Patna,Institutional,Silver,2024-08-28T00:00:00
9423,C0009423,Customer 9423,2,Chennai,Modern Trade,Bronze,2024-07-13T00:00:00
9424,C0009424,Customer 9424,1,Jaipur,Institutional,Bronze,2023-06-30T00:00:00
9425,C0009425,Customer 9425,5,Nagpur,General Trade,Gold,2022-01-05T00:00:00
9426,C0009426,Customer 9426,4,Mumbai,Modern Trade,Bronze,2024-06-19T00:00:00
9427,C0009427,Customer 9427,5,Nagpur,Modern Trade,Gold,2022-06-04T00:00:00
9428,C0009428,Customer 9428,4,Mumbai,General Trade,Gold,2021-04-07T00:00:00
9429,C0009429,Customer 9429,1,Noida,Institutional,Bronze,2021-10-03T00:00:00
9430,C0009430,Customer 9430,5,Indore,General Trade,Bronze,2022-02-27T00:00:00
9431,C0009431,Customer 9431,1,Jaipur,Institutional,Silver,2021-01-30T00:00:00
9432,C0009432,Customer 9432,4,Mumbai,E-Commerce,Silver,2024-09-21T00:00:00
9433,C0009433,Customer 9433,2,Kochi,Modern Trade,Bronze,2022-03-03T00:00:00
9434,C0009434,Customer 9434,4,Ahmedabad,Modern Trade,Gold,2021-07-02T00:00:00
9435,C0009435,Customer 9435,2,Hyderabad,Modern Trade,Bronze,2024-12-19T00:00:00
9436,C0009436,Customer 9436,3,Patna,E-Commerce,Silver,2023-09-14T00:00:00
9437,C0009437,Customer 9437,3,Kolkata,General Trade,Bronze,2021-11-27T00:00:00
9438,C0009438,Customer 9438,1,Gurgaon,E-Commerce,Silver,2023-10-10T00:00:00
9439,C0009439,Customer 9439,3,Kolkata,E-Commerce,Bronze,2024-08-19T00:00:00
9440,C0009440,Customer 9440,3,Guwahati,General Trade,Bronze,2023-04-08T00:00:00
9441,C0009441,Customer 9441,4,Ahmedabad,E-Commerce,Bronze,2023-07-19T00:00:00
9442,C0009442,Customer 9442,3,Guwahati,Institutional,Bronze,2021-07-22T00:00:00
9443,C0009443,Customer 9443,3,Kolkata,Modern Trade,Bronze,2023-01-05T00:00:00
9444,C0009444,Customer 9444,5,Nagpur,Modern Trade,Gold,2024-12-04T00:00:00
9445,C0009445,Customer 9445,2,Kochi,Institutional,Bronze,2022-07-31T00:00:00
9446,C0009446,Customer 9446,5,Nagpur,E-Commerce,Bronze,2023-03-21T00:00:00
9447,C0009447,Customer 9447,4,Ahmedabad,Modern Trade,Bronze,2021-07-31T00:00:00
9448,C0009448,Customer 9448,4,Ahmedabad,General Trade,Bronze,2024-11-14T00:00:00
9449,C0009449,Customer 9449,1,Gurgaon,E-Commerce,Bronze,2021-01-16T00:00:00
9450,C0009450,Customer 9450,5,Nagpur,E-Commerce,Bronze,2021-07-03T00:00:00
9451,C0009451,Customer 9451,2,Chennai,E-Commerce,Bronze,2022-01-05T00:00:00
9452,C0009452,Customer 9452,4,Ahmedabad,Modern Trade,Silver,2021-02-25T00:00:00
9453,C0009453,Customer 9453,3,Kolkata,E-Commerce,Bronze,2022-03-27T00:00:00
9454,C0009454,Customer 9454,1,Jaipur,E-Commerce,Bronze,2023-05-26T00:00:00
9455,C0009455,Customer 9455,1,Delhi,Institutional,Silver,2023-10-12T00:00:00
9456,C0009456,Customer 9456,1,Gurgaon,Institutional,Silver,2021-01-22T00:00:00
9457,C0009457,Customer 9457,3,Kolkata,E-Commerce,Bronze,2022-11-20T00:00:00
9458,C0009458,Customer 9458,2,Kochi,E-Commerce,Bronze,2022-01-09T00:00:00
9459,C0009459,Customer 9459,4,Ahmedabad,General Trade,Bronze,2024-05-24T00:00:00
9460,C0009460,Customer 9460,1,Delhi,Modern Trade,Bronze,2022-03-17T00:00:00
9461,C0009461,Customer 9461,5,Indore,E-Commerce,Bronze,2023-07-01T00:00:00
9462,C0009462,Customer 9462,1,Delhi,Modern Trade,Silver,2024-03-13T00:00:00
9463,C0009463,Customer 9463,4,Ahmedabad,Institutional,Bronze,2024-05-03T00:00:00
9464,C0009464,Customer 9464,4,Pune,Institutional,Bronze,2024-04-14T00:00:00
9465,C0009465,Customer 9465,1,Delhi,General Trade,Gold,2023-07-16T00:00:00
9466,C0009466,Customer 9466,1,Jaipur,E-Commerce,Bronze,2022-03-23T00:00:00
9467,C0009467,Customer 9467,1,Noida,E-Commerce,Bronze,2023-07-30T00:00:00
9468,C0009468,Customer 9468,1,Gurgaon,E-Commerce,Bronze,2022-07-31T00:00:00
9469,C0009469,Customer 9469,1,Jaipur,Institutional,Bronze,2024-07-17T00:00:00
9470,C0009470,Customer 9470,3,Patna,General Trade,Gold,2022-07-21T00:00:00
9471,C0009471,Customer 9471,3,Guwahati,General Trade,Bronze,2024-08-13T00:00:00
9472,C0009472,Customer 9472,2,Kochi,E-Commerce,Bronze,2022-11-05T00:00:00
9473,C0009473,Customer 9473,2,Bengaluru,Institutional,Bronze,2021-11-03T00:00:00
9474,C0009474,Customer 9474,1,Noida,Institutional,Silver,2021-09-02T00:00:00
9475,C0009475,Customer 9475,4,Ahmedabad,General Trade,Silver,2024-06-23T00:00:00
9476,C0009476,Customer 9476,3,Patna,Modern Trade,Bronze,2024-05-07T00:00:00
9477,C0009477,Customer 9477,1,Gurgaon,Institutional,Silver,2021-04-17T00:00:00
9478,C0009478,Customer 9478,5,Bhopal,Modern Trade,Bronze,2021-08-26T00:00:00
9479,C0009479,Customer 9479,4,Mumbai,Institutional,Bronze,2024-09-29T00:00:00
9480,C0009480,Customer 9480,3,Guwahati,General Trade,Bronze,2024-03-13T00:00:00
9481,C0009481,Customer 9481,1,Delhi,General Trade,Bronze,2024-03-10T00:00:00
9482,C0009482,Customer 9482,1,Gurgaon,E-Commerce,Bronze,2023-12-08T00:00:00
9483,C0009483,Customer 9483,2,Hyderabad,Modern Trade,Bronze,2021-04-17T00:00:00
9484,C0009484,Customer 9484,5,Indore,E-Commerce,Silver,2023-12-19T00:00:00
9485,C0009485,Customer 9485,2,Chennai,Institutional,Gold,2024-12-01T00:00:00
9486,C0009486,Customer 9486,2,Kochi,E-Commerce,Bronze,2024-01-09T00:00:00
9487,C0009487,Customer 9487,3,Kolkata,Institutional,Bronze,2022-04-09T00:00:00
9488,C0009488,Customer 9488,1,Jaipur,Institutional,Bronze,2024-05-24T00:00:00
9489,C0009489,Customer 9489,1,Jaipur,Institutional,Bronze,2024-12-01T00:00:00
9490,C0009490,Customer 9490,5,Indore,Modern Trade,Bronze,2023-01-13T00:00:00
9491,C0009491,Customer 9491,3,Patna,Institutional,Silver,2022-09-10T00:00:00
9492,C0009492,Customer 9492,4,Pune,E-Commerce,Silver,2021-05-04T00:00:00
9493,C0009493,Customer 9493,4,Mumbai,E-Commerce,Bronze,2024-04-19T00:00:00
9494,C0009494,Customer 9494,3,Kolkata,E-Commerce,Silver,2025-01-02T00:00:00
9495,C0009495,Customer 9495,5,Nagpur,E-Commerce,Bronze,2023-05-08T00:00:00
9496,C0009496,Customer 9496,1,Gurgaon,Modern Trade,Bronze,2021-09-22T00:00:00
9497,C0009497,Customer 9497,2,Kochi,Modern Trade,Bronze,2022-06-29T00:00:00
9498,C0009498,Customer 9498,1,Delhi,Institutional,Bronze,2022-01-18T00:00:00
9499,C0009499,Customer 9499,2,Hyderabad,Institutional,Bronze,2024-09-07T00:00:00
9500,C0009500,Customer 9500,4,Ahmedabad,E-Commerce,Silver,2021-11-19T00:00:00
9501,C0009501,Customer 9501,3,Patna,Institutional,Gold,2024-12-27T00:00:00
9502,C0009502,Customer 9502,4,Ahmedabad,Modern Trade,Bronze,2021-06-25T00:00:00
9503,C0009503,Customer 9503,4,Ahmedabad,E-Commerce,Bronze,2024-03-11T00:00:00
9504,C0009504,Customer 9504,5,Indore,E-Commerce,Bronze,2021-08-29T00:00:00
9505,C0009505,Customer 9505,5,Indore,Modern Trade,Silver,2024-06-15T00:00:00
9506,C0009506,Customer 9506,4,Pune,E-Commerce,Gold,2021-10-17T00:00:00
9507,C0009507,Customer 9507,5,Indore,Institutional,Silver,2023-07-23T00:00:00
9508,C0009508,Customer 9508,3,Patna,Institutional,Silver,2024-07-19T00:00:00
9509,C0009509,Customer 9509,5,Indore,General Trade,Bronze,2021-08-16T00:00:00
9510,C0009510,Customer 9510,1,Noida,E-Commerce,Bronze,2024-12-18T00:00:00
9511,C0009511,Customer 9511,2,Hyderabad,E-Commerce,Silver,2024-10-24T00:00:00
9512,C0009512,Customer 9512,5,Bhopal,E-Commerce,Silver,2022-11-22T00:00:00
9513,C0009513,Customer 9513,5,Nagpur,Institutional,Bronze,2022-12-20T00:00:00
9514,C0009514,Customer 9514,4,Mumbai,Modern Trade,Gold,2024-06-21T00:00:00
9515,C0009515,Customer 9515,2,Hyderabad,E-Commerce,Bronze,2022-08-08T00:00:00
9516,C0009516,Customer 9516,5,Indore,General Trade,Silver,2023-06-03T00:00:00
9517,C0009517,Customer 9517,2,Bengaluru,General Trade,Silver,2022-08-07T00:00:00
9518,C0009518,Customer 9518,5,Nagpur,E-Commerce,Bronze,2022-11-03T00:00:00
9519,C0009519,Customer 9519,2,Bengaluru,Modern Trade,Bronze,2023-01-31T00:00:00
9520,C0009520,Customer 9520,4,Surat,Institutional,Gold,2023-02-14T00:00:00
9521,C0009521,Customer 9521,4,Pune,Modern Trade,Silver,2021-03-23T00:00:00
9522,C0009522,Customer 9522,4,Pune,Modern Trade,Bronze,2024-08-20T00:00:00
9523,C0009523,Customer 9523,2,Kochi,E-Commerce,Bronze,2021-06-15T00:00:00
9524,C0009524,Customer 9524,4,Mumbai,Modern Trade,Bronze,2023-06-26T00:00:00
9525,C0009525,Customer 9525,5,Nagpur,E-Commerce,Bronze,2023-11-13T00:00:00
9526,C0009526,Customer 9526,5,Bhopal,Institutional,Bronze,2021-05-25T00:00:00
9527,C0009527,Customer 9527,5,Nagpur,Institutional,Bronze,2023-02-08T00:00:00
9528,C0009528,Customer 9528,2,Kochi,Institutional,Bronze,2021-09-08T00:00:00
9529,C0009529,Customer 9529,3,Kolkata,Modern Trade,Bronze,2021-03-08T00:00:00
9530,C0009530,Customer 9530,3,Kolkata,E-Commerce,Silver,2023-09-22T00:00:00
9531,C0009531,Customer 9531,1,Noida,General Trade,Bronze,2025-01-23T00:00:00
9532,C0009532,Customer 9532,1,Delhi,E-Commerce,Bronze,2023-03-21T00:00:00
9533,C0009533,Customer 9533,2,Kochi,E-Commerce,Silver,2024-05-30T00:00:00
9534,C0009534,Customer 9534,3,Guwahati,Institutional,Bronze,2023-06-06T00:00:00
9535,C0009535,Customer 9535,4,Mumbai,E-Commerce,Bronze,2023-09-07T00:00:00
9536,C0009536,Customer 9536,4,Pune,General Trade,Gold,2023-01-09T00:00:00
9537,C0009537,Customer 9537,4,Ahmedabad,Modern Trade,Bronze,2022-12-20T00:00:00
9538,C0009538,Customer 9538,3,Guwahati,Institutional,Gold,2022-06-22T00:00:00
9539,C0009539,Customer 9539,5,Nagpur,Institutional,Bronze,2022-03-31T00:00:00
9540,C0009540,Customer 9540,5,Indore,Institutional,Silver,2021-05-10T00:00:00
9541,C0009541,Customer 9541,4,Surat,Modern Trade,Bronze,2021-07-19T00:00:00
9542,C0009542,Customer 9542,5,Bhopal,General Trade,Silver,2021-08-01T00:00:00
9543,C0009543,Customer 9543,1,Delhi,E-Commerce,Silver,2023-11-13T00:00:00
9544,C0009544,Customer 9544,5,Indore,Modern Trade,Bronze,2021-08-21T00:00:00
9545,C0009545,Customer 9545,3,Guwahati,Institutional,Gold,2021-03-07T00:00:00
9546,C0009546,Customer 9546,3,Guwahati,General Trade,Silver,2022-10-10T00:00:00
9547,C0009547,Customer 9547,5,Bhopal,General Trade,Bronze,2023-03-28T00:00:00
9548,C0009548,Customer 9548,3,Guwahati,Institutional,Bronze,2022-10-15T00:00:00
9549,C0009549,Customer 9549,5,Bhopal,Modern Trade,Bronze,2024-10-10T00:00:00
9550,C0009550,Customer 9550,2,Kochi,E-Commerce,Bronze,2024-03-17T00:00:00
9551,C0009551,Customer 9551,3,Patna,General Trade,Bronze,2023-08-14T00:00:00
9552,C0009552,Customer 9552,5,Nagpur,Institutional,Bronze,2021-01-02T00:00:00
9553,C0009553,Customer 9553,2,Chennai,Institutional,Bronze,2023-01-17T00:00:00
9554,C0009554,Customer 9554,2,Bengaluru,Institutional,Silver,2022-11-07T00:00:00
9555,C0009555,Customer 9555,4,Surat,Institutional,Bronze,2021-04-10T00:00:00
9556,C0009556,Customer 9556,4,Mumbai,E-Commerce,Bronze,2023-07-25T00:00:00
9557,C0009557,Customer 9557,4,Ahmedabad,General Trade,Silver,2022-03-13T00:00:00
9558,C0009558,Customer 9558,5,Indore,E-Commerce,Silver,2022-05-19T00:00:00
9559,C0009559,Customer 9559,1,Gurgaon,Modern Trade,Bronze,2023-01-17T00:00:00
9560,C0009560,Customer 9560,4,Surat,Institutional,Bronze,2024-08-07T00:00:00
9561,C0009561,Customer 9561,3,Patna,Institutional,Bronze,2022-06-08T00:00:00
9562,C0009562,Customer 9562,1,Jaipur,General Trade,Bronze,2023-07-08T00:00:00
9563,C0009563,Customer 9563,3,Guwahati,E-Commerce,Gold,2023-03-15T00:00:00
9564,C0009564,Customer 9564,4,Surat,Institutional,Bronze,2021-04-25T00:00:00
9565,C0009565,Customer 9565,1,Delhi,E-Commerce,Bronze,2024-01-25T00:00:00
9566,C0009566,Customer 9566,3,Guwahati,E-Commerce,Bronze,2022-05-25T00:00:00
9567,C0009567,Customer 9567,1,Gurgaon,Modern Trade,Bronze,2022-04-28T00:00:00
9568,C0009568,Customer 9568,1,Jaipur,E-Commerce,Bronze,2022-03-08T00:00:00
9569,C0009569,Customer 9569,2,Kochi,General Trade,Silver,2021-09-20T00:00:00
9570,C0009570,Customer 9570,3,Guwahati,Institutional,Bronze,2021-08-22T00:00:00
9571,C0009571,Customer 9571,2,Chennai,General Trade,Bronze,2024-06-20T00:00:00
9572,C0009572,Customer 9572,3,Kolkata,General Trade,Bronze,2023-07-24T00:00:00
9573,C0009573,Customer 9573,4,Pune,Institutional,Gold,2024-03-26T00:00:00
9574,C0009574,Customer 9574,3,Guwahati,Modern Trade,Bronze,2024-04-29T00:00:00
9575,C0009575,Customer 9575,2,Chennai,Modern Trade,Gold,2023-03-06T00:00:00
9576,C0009576,Customer 9576,2,Hyderabad,E-Commerce,Silver,2021-10-31T00:00:00
9577,C0009577,Customer 9577,1,Gurgaon,E-Commerce,Bronze,2024-11-12T00:00:00
9578,C0009578,Customer 9578,4,Pune,Institutional,Bronze,2023-02-05T00:00:00
9579,C0009579,Customer 9579,2,Kochi,Institutional,Silver,2024-03-15T00:00:00
9580,C0009580,Customer 9580,2,Bengaluru,Institutional,Bronze,2021-05-22T00:00:00
9581,C0009581,Customer 9581,2,Bengaluru,Institutional,Silver,2022-05-09T00:00:00
9582,C0009582,Customer 9582,5,Nagpur,General Trade,Silver,2022-11-14T00:00:00
9583,C0009583,Customer 9583,1,Delhi,General Trade,Bronze,2024-10-14T00:00:00
9584,C0009584,Customer 9584,5,Indore,Institutional,Bronze,2025-01-26T00:00:00
9585,C0009585,Customer 9585,4,Surat,E-Commerce,Silver,2022-04-17T00:00:00
9586,C0009586,Customer 9586,2,Hyderabad,E-Commerce,Gold,2023-11-14T00:00:00
9587,C0009587,Customer 9587,4,Mumbai,E-Commerce,Gold,2025-01-30T00:00:00
9588,C0009588,Customer 9588,5,Nagpur,E-Commerce,Bronze,2023-03-09T00:00:00
9589,C0009589,Customer 9589,5,Nagpur,Modern Trade,Bronze,2024-10-03T00:00:00
9590,C0009590,Customer 9590,3,Kolkata,Modern Trade,Silver,2023-06-15T00:00:00
9591,C0009591,Customer 9591,5,Bhopal,Institutional,Bronze,2023-06-06T00:00:00
9592,C0009592,Customer 9592,4,Ahmedabad,General Trade,Bronze,2023-02-13T00:00:00
9593,C0009593,Customer 9593,5,Bhopal,E-Commerce,Silver,2021-04-15T00:00:00
9594,C0009594,Customer 9594,2,Bengaluru,General Trade,Silver,2024-12-10T00:00:00
9595,C0009595,Customer 9595,4,Pune,General Trade,Bronze,2023-07-22T00:00:00
9596,C0009596,Customer 9596,3,Patna,Institutional,Silver,2024-11-05T00:00:00
9597,C0009597,Customer 9597,2,Chennai,General Trade,Bronze,2022-03-26T00:00:00
9598,C0009598,Customer 9598,1,Noida,Modern Trade,Bronze,2023-09-27T00:00:00
9599,C0009599,Customer 9599,1,Noida,Institutional,Bronze,2022-08-16T00:00:00
9600,C0009600,Customer 9600,2,Hyderabad,Institutional,Bronze,2024-11-03T00:00:00
9601,C0009601,Customer 9601,3,Guwahati,Modern Trade,Bronze,2024-10-25T00:00:00
9602,C0009602,Customer 9602,3,Kolkata,Institutional,Bronze,2023-04-01T00:00:00
9603,C0009603,Customer 9603,4,Mumbai,E-Commerce,Bronze,2023-09-12T00:00:00
9604,C0009604,Customer 9604,2,Chennai,Modern Trade,Silver,2023-09-16T00:00:00
9605,C0009605,Customer 9605,3,Kolkata,Modern Trade,Bronze,2024-11-14T00:00:00
9606,C0009606,Customer 9606,5,Indore,E-Commerce,Bronze,2024-07-28T00:00:00
9607,C0009607,Customer 9607,2,Hyderabad,General Trade,Bronze,2022-12-14T00:00:00
9608,C0009608,Customer 9608,2,Kochi,Institutional,Gold,2024-03-10T00:00:00
9609,C0009609,Customer 9609,1,Noida,Modern Trade,Bronze,2022-09-04T00:00:00
9610,C0009610,Customer 9610,4,Mumbai,Institutional,Gold,2025-01-28T00:00:00
9611,C0009611,Customer 9611,2,Hyderabad,E-Commerce,Bronze,2022-02-02T00:00:00
